,published_at,channel,title,duration,caption,licensed_content,projection,trend_time_hours,weekday,hours_until_trend,likes_growth,likes_growth/hour,first_rank,best_rank,views_growth,views_growth/hour,views_cleaned,likes_cleaned,dislikes_cleaned,comments_cleaned,category_name,duration_category,day_of_week
6994,2021-10-19 18:15:01+00:00,Grian,Last Life: Episode 5 - IN THE RED,1816,False,True,rectangular,0.23305555555555554,2,8.001111111111111,1005.0,4312.276519666269,25,25,32294,138567.8188319428,695354,60196.0,382.0,3546.0,Gaming,30-35 min,Tuesday
7001,2021-10-20 08:00:13+00:00,Clash of Clans,Pumpkin Graveyard Challenge | Clash of Clans,41,False,False,rectangular,47.55027777777778,2,8.930833333333334,33454.0,703.5500435211851,6,5,2660760,55956.77090331286,4003219,90257.0,1764.0,1855.0,Gaming,0-5 min,Wednesday
7004,2021-10-19 20:20:57+00:00,Blooprint,Rust - THE SOLO LIFE V7,2652,False,True,rectangular,46.800555555555555,2,20.585277777777776,12164.0,259.91144454600493,11,11,375004,8012.810864068565,786508,38464.0,460.0,3320.0,Gaming,40-45 min,Tuesday
7006,2021-10-19 23:00:01+00:00,EazySpeezy,Bloxorz speedruns are extremely satisfying,964,False,True,rectangular,48.85055555555556,2,17.934166666666666,19797.0,405.2563942181938,14,14,716986,14677.130932208207,1131388,39151.0,399.0,1392.0,Gaming,15-20 min,Tuesday
7010,2021-10-19 19:00:04+00:00,Steel Wool Studios,Freddy & Friends: On Tour Episode 4,89,True,False,rectangular,0.3,2,21.933611111111112,206.0,686.6666666666667,27,27,2458,8193.333333333334,295906,32263.0,90.0,4755.0,Gaming,0-5 min,Tuesday
7014,2021-10-19 16:45:09+00:00,Life With mykel,FLIRTING WITH TONI IN-FRONT MYA ( she told me get out🥺),747,False,True,rectangular,9.016944444444444,2,24.49888888888889,822.0,91.16170173438896,31,29,17433,1933.3600320384462,173404,13497.0,191.0,504.0,Gaming,10-15 min,Tuesday
7024,2021-10-19 19:00:15+00:00,OneyPlays,OUTLAST - Boney Plays 2021,1288,False,True,rectangular,13.1,2,28.064166666666665,1147.0,87.55725190839695,40,39,35901,2740.5343511450383,215866,13311.0,106.0,1596.0,Gaming,20-25 min,Tuesday
7025,2021-10-20 08:00:17+00:00,Judo Sloth Gaming,Easily 3 Star the Pumpkin Graveyard Challenge (Clash of Clans),212,False,True,rectangular,47.86666666666667,2,15.380277777777778,10332.0,215.84958217270196,46,24,395830,8269.428969359331,813147,32005.0,913.0,1870.0,Gaming,0-5 min,Wednesday
7045,2021-10-20 21:00:14+00:00,OfflineTV,A DAY IN THE LIFE OF OFFLINETV,868,False,True,rectangular,53.10055555555556,3,18.6975,37298.0,702.4031972881639,2,2,543041,10226.653832874734,1277134,116784.0,1405.0,4802.0,Gaming,10-15 min,Wednesday
7056,2021-10-20 23:27:03+00:00,Pineappz,The FUNNIEST FAKE Minecraft Speedruns...,481,False,True,rectangular,24.133333333333333,3,18.200555555555557,5450.0,225.82872928176795,23,17,305534,12660.24861878453,652960,25484.0,737.0,535.0,Gaming,5-10 min,Wednesday
7061,2021-10-21 15:00:10+00:00,Apex Legends,Apex Legends: Escape Launch Trailer,245,True,False,rectangular,69.48416666666667,3,8.781666666666666,64030.0,921.5048991976589,1,1,2256041,32468.418464638227,3902846,241724.0,2270.0,15843.0,Gaming,0-5 min,Thursday
7062,2021-10-21 13:00:16+00:00,The Official Pokémon YouTube channel,Mysterious footage restored! | Pokémon Legends: Arceus,125,False,True,rectangular,45.0175,3,10.78,15932.0,353.90681401677125,3,3,582672,12943.233187093909,1315830,70718.0,483.0,7632.0,Gaming,0-5 min,Thursday
7070,2021-10-21 20:00:12+00:00,ConcernedApe,ConcernedApe's Haunted Chocolatier -- Early Gameplay,145,False,False,rectangular,31.83388888888889,4,19.747777777777777,21540.0,676.6374059789532,7,7,381357,11979.59197919757,1222584,100402.0,308.0,6023.0,Gaming,0-5 min,Thursday
7082,2021-10-21 20:30:01+00:00,jankylankyTV,Family Feud... but it gets immature... 😳,37,False,True,rectangular,52.51722222222222,4,20.25111111111111,192080.0,3657.4668627222813,16,11,2121991,40405.62143635421,2471579,227426.0,2702.0,475.0,Gaming,0-5 min,Thursday
7084,2021-10-21 18:01:55+00:00,MrBeast Gaming,Blowing Up Earth!,500,False,True,rectangular,30.83361111111111,4,22.719444444444445,83788.0,2717.4241673498436,21,21,2493141,80857.8985774903,8553669,470228.0,6493.0,19708.0,Gaming,5-10 min,Thursday
7090,2021-10-21 18:02:00+00:00,TerminalMontage,All Super Smash Bros Ultimate Characters Drawn in the Something Style,529,False,True,rectangular,27.000833333333333,4,23.767777777777777,18465.0,683.8677818585846,27,25,277388,10273.312552081727,1258464,135623.0,745.0,13666.0,Gaming,5-10 min,Thursday
7093,2021-10-21 15:00:02+00:00,Battlefield,Battlefield 2042 Gameplay | First Look At New Specialists,169,True,True,rectangular,5.450277777777778,4,26.800555555555555,1254.0,230.08001630905662,35,34,51741,9493.277610723204,568452,40431.0,14669.0,9544.0,Gaming,0-5 min,Thursday
7105,2021-10-22 12:32:13+00:00,Rockstar Games,Grand Theft Auto: The Trilogy – The Definitive Edition Trailer,59,True,True,rectangular,63.75055555555556,5,12.7975,131016.0,2055.1350315029936,1,1,3651846,57283.35962213837,7174692,480742.0,34035.0,57646.0,Gaming,0-5 min,Friday
7108,2021-10-22 18:15:06+00:00,Shark,Scary Minecraft Myths That're Actually Real,601,False,True,rectangular,48.35027777777778,5,7.083055555555555,26168.0,541.2171595015541,14,4,915177,18928.060852229966,1092925,37146.0,1397.0,12710.0,Gaming,10-15 min,Friday
7110,2021-10-22 17:00:28+00:00,iskall85,Hermitcraft 8: 15 - I dug straight down...,1330,False,True,rectangular,22.25027777777778,5,8.326944444444445,14391.0,646.7784422167014,26,19,273755,12303.441904595447,484187,37456.0,339.0,1937.0,Gaming,20-25 min,Friday
7118,2021-10-23 12:00:06+00:00,Clash Royale,Clash Royale: Update Teaser! The King Discovers a Secret...,106,True,True,rectangular,68.48388888888888,5,8.81611111111111,41261.0,602.4920703166196,1,1,1517526,22158.875972450944,3009535,143708.0,6061.0,11842.0,Gaming,0-5 min,Saturday
7121,2021-10-22 23:00:14+00:00,Wifies,37 More Secret Minecraft Things You Didn't Know,832,True,True,rectangular,43.98388888888889,5,21.81388888888889,26283.0,597.5597125209988,6,6,683040,15529.322605499487,1359550,64549.0,1310.0,5960.0,Gaming,10-15 min,Friday
7126,2021-10-23 00:29:07+00:00,TapL,"Minecraft, But You Can Upgrade Portals...",2264,False,True,rectangular,32.80027777777778,5,20.33277777777778,10824.0,329.9972053082206,21,19,323054,9849.12390647098,797693,40626.0,684.0,1947.0,Gaming,35-40 min,Saturday
7127,2021-10-22 21:03:07+00:00,Corey Tonge,If the impostor is sus in Among Us…,25,False,False,rectangular,32.80027777777778,5,23.766111111111112,95340.0,2906.6827008578857,23,15,2665983,81279.28117139929,3670409,149187.0,12302.0,598.0,Gaming,0-5 min,Friday
7131,2021-10-22 21:00:27+00:00,Spoke,This Minecraft Farm is Illegal... Here's Why,940,False,True,rectangular,2.7669444444444444,5,23.810555555555556,439.0,158.65876919987954,41,39,19586,7078.566408995081,322699,10058.0,244.0,922.0,Gaming,15-20 min,Friday
7133,2021-10-23 15:00:11+00:00,Brawl Stars,"Brawl Stars: Brawl Talk - Lights, Camera, BRAWL!",239,True,True,rectangular,49.56722222222222,5,8.598055555555556,150934.0,3045.0364824424746,3,3,5367520,108287.69011779738,10047348,618065.0,7991.0,35724.0,Gaming,0-5 min,Saturday
7135,2021-10-23 15:00:14+00:00,Let's Game It Out,"I Forced People to Work for 19,577 Years on My Nightmare Kingdom - Settlement Survival",1361,False,True,rectangular,55.65027777777778,5,8.5975,49182.0,883.7691735590818,7,4,1264862,22728.76345830359,1636026,79558.0,1064.0,2816.0,Gaming,20-25 min,Saturday
7136,2021-10-23 12:15:11+00:00,SB737,"I Survived 2,000 Days in HARDCORE Minecraft...",1707,False,True,rectangular,46.91694444444445,5,11.348333333333333,37755.0,804.719924689611,10,8,996843,21246.9718947786,1902682,115115.0,1488.0,8082.0,Gaming,25-30 min,Saturday
7137,2021-10-23 14:00:32+00:00,rekrap2,I Stole my Friends Among Us Statue,1058,False,True,rectangular,46.91694444444445,5,9.5925,8985.0,191.50863523602584,11,11,331048,7056.043481092474,590752,18708.0,329.0,1207.0,Gaming,15-20 min,Saturday
7139,2021-10-23 13:59:55+00:00,FitMC,Did 2b2t Griefers Just Do The Impossible?,622,False,True,rectangular,41.48361111111111,5,9.602777777777778,25068.0,604.2868334884594,17,15,466559,11246.82706021789,923925,66310.0,1108.0,7443.0,Gaming,10-15 min,Saturday
7145,2021-10-23 15:00:21+00:00,Forge Labs,I Tried VR Squid Game in Minecraft... This is what happened.,1022,False,True,rectangular,24.433611111111112,5,8.595555555555556,9935.0,406.6120212366844,30,24,182679,7476.5452871158805,318803,23070.0,302.0,1124.0,Gaming,15-20 min,Saturday
7146,2021-10-23 12:00:13+00:00,Roblox Battles,We Hosted The BIGGEST ROBLOX YOUTUBER Squid Game Tournament Ever… (Roblox Battles),1050,False,True,rectangular,23.400555555555556,5,11.597777777777777,4757.0,203.2857719427364,34,31,140174,5990.199662876,350485,20778.0,402.0,3928.0,Gaming,15-20 min,Saturday
7149,2021-10-23 15:06:10+00:00,KairosTime Gaming,Lola is INSANE! | Lola BREAKDOWN + MUST KNOW Update Info!,803,False,True,rectangular,1.6333333333333333,5,8.498888888888889,565.0,345.9183673469388,44,43,10289,6299.3877551020405,150034,14179.0,117.0,1806.0,Gaming,10-15 min,Saturday
7151,2021-10-23 16:00:14+00:00,Moose,I Survived 100 Days as a SQUID GAME in Hardcore Minecraft!,3128,False,True,rectangular,48.25055555555556,6,8.91388888888889,17625.0,365.2807682122255,18,9,742035,15378.786657609007,935407,25159.0,1126.0,2023.0,Gaming,50+ min,Saturday
7154,2021-10-23 16:00:00+00:00,Dimucc,If Our Parents Ran GTA V...,38,False,False,rectangular,1.2169444444444444,6,9.251388888888888,2564.0,2106.916229171422,39,39,31571,25942.84409952066,246802,29284.0,292.0,375.0,Gaming,0-5 min,Saturday
7156,2021-10-22 21:36:18+00:00,FableLC,TESTING THE SCAR IN WARZONE!,31,False,False,rectangular,4.933055555555556,6,27.64666666666667,-10.0,-2.0271411678585505,45,44,4734,959.6486288642378,144745,6572.0,197.0,44.0,Gaming,0-5 min,Friday
7163,2021-10-23 21:07:31+00:00,Corey Tonge,If GTA players were sus…,26,False,False,rectangular,20.150277777777777,6,24.15972222222222,27879.0,1383.5541280103666,24,21,868502,43101.242056216484,1695119,67254.0,6642.0,359.0,Gaming,0-5 min,Saturday
7164,2021-10-23 19:00:13+00:00,Its Jim,I made a minecraft mod EVERY DAY for 100 DAYS,584,False,True,rectangular,19.799722222222222,6,26.281388888888888,3290.0,166.16394730565804,25,25,185104,9348.818024944234,469195,9682.0,271.0,559.0,Gaming,5-10 min,Saturday
7166,2021-10-23 16:05:40+00:00,Purplecliffe,"If I Laugh, a Pokémon Dies #2",1574,False,True,rectangular,18.933333333333334,6,29.190555555555555,1902.0,100.45774647887323,32,32,88087,4652.482394366197,281660,10284.0,183.0,866.0,Gaming,25-30 min,Saturday
7168,2021-10-24 14:13:28+00:00,Beluga,When Your Class plays Kahoot...,207,False,True,rectangular,59.06722222222222,6,8.476666666666667,136732.0,2314.854073983503,2,2,3183506,53896.321516915756,4620087,255299.0,3153.0,16743.0,Gaming,0-5 min,Sunday
7170,2021-10-24 15:00:07+00:00,Forge Labs,Surviving The Hardcore Minecraft Zombie Apocalypse,1844,False,True,rectangular,50.48388888888889,6,7.699166666666667,45537.0,902.0105424172727,5,4,808940,16023.725941169349,1115405,81054.0,814.0,5749.0,Gaming,30-35 min,Sunday
7172,2021-10-24 13:35:47+00:00,Lachlan,Chapter 1 Fortnite is Back!,956,False,True,rectangular,18.38361111111111,6,9.105,14857.0,808.1654855623215,19,18,329480,17922.485305450205,625058,40721.0,424.0,1421.0,Gaming,15-20 min,Sunday
7176,2021-10-24 00:01:02+00:00,P0LAND,"Minecraft Manhunt, But Clutching Gives OP Items FINALE",1110,False,True,rectangular,18.100277777777777,6,22.684444444444445,2801.0,154.74900630745387,38,33,93056,5141.13656942036,326309,13400.0,231.0,749.0,Gaming,15-20 min,Sunday
7183,2021-10-24 17:15:03+00:00,Sambucha,I found out how long you could live without your ORGANS 😳🧠,60,False,True,rectangular,34.63388888888889,0,12.383611111111112,150969.0,4358.996487063088,9,7,2114235,61045.267159654155,2483008,181685.0,4100.0,2290.0,Gaming,0-5 min,Sunday
7184,2021-10-24 16:34:53+00:00,Marley,Opening 1236 Alpha Packs to break a Siege record,1959,False,True,rectangular,42.150555555555556,0,13.053055555555556,23894.0,566.8727181663613,10,7,362802,8607.288687377259,659793,56876.0,553.0,2268.0,Gaming,30-35 min,Sunday
7186,2021-10-24 18:13:44+00:00,UnspeakablePlays,Poppy Playtime Is In My Basement…,996,False,True,rectangular,8.033611111111112,0,11.405833333333334,1920.0,238.99588534283043,17,16,66518,8279.962656892914,405991,13513.0,339.0,1441.0,Gaming,15-20 min,Sunday
7188,2021-10-24 11:00:06+00:00,SSundee,*EVIL* AMAZON Imposter Mod in Among Us,901,False,True,rectangular,11.45,0,18.633333333333333,13781.0,1203.580786026201,41,35,317540,27732.75109170306,2307171,158406.0,2229.0,9411.0,Gaming,15-20 min,Sunday
7207,2021-10-24 15:40:27+00:00,oddheader,8 Creepiest Video Game Mysteries and Discoveries - Part II,1004,False,True,rectangular,22.517222222222223,0,25.77722222222222,5371.0,238.52853371493424,32,30,114244,5073.627593693715,409564,28889.0,310.0,1462.0,Gaming,15-20 min,Sunday
7211,2021-10-25 15:00:14+00:00,Apex Legends,Apex Legends: Escape Gameplay Trailer,145,True,False,rectangular,67.66722222222222,0,7.530555555555556,42642.0,630.1721660741701,1,1,1750101,25863.34923358593,3260342,172404.0,1413.0,9170.0,Gaming,0-5 min,Monday
7212,2021-10-25 13:00:13+00:00,Xbox,Halo Infinite - Campaign Overview,381,True,False,rectangular,67.66722222222222,0,9.530833333333334,45508.0,672.5264981404093,4,3,1011424,14947.029991543584,1828874,134272.0,3635.0,8842.0,Gaming,5-10 min,Monday
7221,2021-10-25 16:00:13+00:00,Clash Royale,"Clash Royale CHAMPIONS UPDATE! ⚔️ NEW RARITY, LEVEL 14, & MORE! ⚔️ (TV Royale)",485,True,True,rectangular,70.9336111111111,0,6.831111111111111,100238.0,1413.124165397222,1,1,3041194,42873.807668359696,4801206,272862.0,6357.0,19395.0,Gaming,5-10 min,Monday
7224,2021-10-25 16:23:34+00:00,Orange Juice Gaming,Clash Royale Champions Gameplay 🍊,851,False,True,rectangular,65.01694444444445,1,8.791944444444445,21766.0,334.77426824631186,7,6,729534,11220.674952256035,1009518,42031.0,668.0,2518.0,Gaming,10-15 min,Monday
7240,2021-10-25 19:30:00+00:00,FusionZGamer,HACKING POPPY PLAYTIME FINDING TERRIFYING NEW CHARACTERS & SECRETS. - Poppy Playtime Hacking,1867,False,True,rectangular,31.25027777777778,1,20.78472222222222,8140.0,260.4776846428032,12,11,372828,11930.389952089314,876558,25096.0,565.0,1462.0,Gaming,30-35 min,Monday
7243,2021-10-25 20:04:03+00:00,Welyn,A SOLO PLAYER'S BRUTAL CONQUEST - Rust,2395,False,True,rectangular,31.600277777777777,1,21.250555555555554,9742.0,308.2884292507977,15,13,239684,7584.87003454611,614949,33698.0,411.0,1775.0,Gaming,35-40 min,Monday
7252,2021-10-25 19:02:20+00:00,Socksfor1,Beating Minecraft in a 1 by 1 BARRIER,589,False,True,rectangular,5.650277777777778,1,22.279444444444444,1903.0,336.79760090457694,47,44,35321,6251.197089621945,529446,28590.0,363.0,1126.0,Gaming,5-10 min,Monday
7254,2021-10-25 23:00:06+00:00,GTLive,"FNAF, I'm Being WATCHED?! (Freddy & Friends On Tour Reaction)",2982,False,True,rectangular,18.216944444444444,1,24.799722222222222,1967.0,107.97639560238484,26,24,64531,3542.361354660649,269459,15831.0,111.0,1687.0,Gaming,45-50 min,Monday
7255,2021-10-26 01:45:30+00:00,iBerleezy,Some Bros + Decision Based Horror Game = ANOTHER CHAOTIC SERIES!! | House of Ashes - Part 1,2205,False,True,rectangular,18.216944444444444,1,22.043055555555554,8286.0,454.8512526493954,28,24,117581,6454.485292996447,314690,43439.0,146.0,2589.0,Gaming,35-40 min,Tuesday
7258,2021-10-26 11:00:10+00:00,Ghost Ship Games,Deep Rock Galactic - Season 01 - Narrated Trailer,366,True,False,rectangular,18.216944444444444,1,12.79861111111111,3028.0,166.2188743691008,36,35,58347,3202.8971805858405,144388,15183.0,77.0,1660.0,Gaming,5-10 min,Tuesday
7262,2021-10-25 18:03:49+00:00,HiddenXperia,"NEW HALO INFINITE CAMPAIGN GAMEPLAY, CUTSCENES AND STORY DETAILS (FULL CAMPAIGN OVERVIEW BREAKDOWN)",1098,False,True,rectangular,16.216666666666665,1,29.738055555555555,512.0,31.572456320657764,47,45,23389,1442.2816032887977,138162,8918.0,113.0,1445.0,Gaming,15-20 min,Monday
7263,2021-10-25 21:15:03+00:00,FinniShorts,I found this farmer in Antarctica... #shorts,24,False,True,rectangular,3.4497222222222224,1,26.550833333333333,78.0,22.61051614461712,49,46,8945,2592.9623963282065,94516,7375.0,223.0,71.0,Gaming,0-5 min,Monday
7264,2021-10-25 13:00:13+00:00,AyoDen,"Minecraft, But You Better Not Touch That Sand...",53,False,True,rectangular,17.116944444444446,2,35.89805555555556,27532.0,1608.4646467924895,50,42,444726,25981.623147952807,870583,67722.0,1831.0,846.0,Gaming,0-5 min,Monday
7271,2021-10-27 07:23:11+00:00,Clash Royale,Clash Royale: The Champions Have Arrived! (Official Launch Trailer!),67,True,True,rectangular,54.150555555555556,2,8.648055555555555,66532.0,1228.6485210985832,2,1,2888855,53348.57547373065,4044685,144150.0,3697.0,9809.0,Gaming,0-5 min,Wednesday
7276,2021-10-26 17:00:07+00:00,jankylanky,Family Feud... but I'm a liar... 😳,21,False,True,rectangular,25.50027777777778,2,23.699444444444445,33834.0,1326.8090761538544,12,11,537038,21060.08431280705,988108,71926.0,1201.0,144.0,Gaming,0-5 min,Tuesday
7277,2021-10-26 22:00:32+00:00,SMii7Y,This is my most chaotic GTA 5 Races video yet,1087,False,True,rectangular,29.400277777777777,2,18.6925,20104.0,683.8030630851938,15,13,387921,13194.467172456798,1074127,81234.0,381.0,1869.0,Gaming,15-20 min,Tuesday
7278,2021-10-27 07:04:47+00:00,Brawl Stars,Brawl Stars animation: Brawl-O-Ween Stories!,115,True,True,rectangular,30.75027777777778,2,9.621666666666666,81196.0,2640.4964724799233,19,11,2008225,65307.540130622125,3490109,261798.0,2254.0,13461.0,Gaming,0-5 min,Wednesday
7293,2021-10-26 14:00:04+00:00,Beesechurger_73,minecraft but I HAVE to LIE 😱 #shorts,49,False,False,rectangular,23.58361111111111,2,32.18361111111111,17100.0,725.0797988245133,15,15,228198,9676.126311822005,904172,70778.0,1200.0,471.0,Gaming,0-5 min,Tuesday
7299,2021-10-27 00:02:56+00:00,Tfood,"Minecraft, But the Border Shrinks Really Fast",36,False,False,rectangular,22.55027777777778,2,23.5025,225.0,9.977704142594941,16,14,48118,2133.8096352594816,225774,16778.0,425.0,99.0,Gaming,0-5 min,Wednesday
7300,2021-10-27 11:45:01+00:00,Modern Vintage Gamer,Nintendo 64 emulation on the Nintendo Switch is not good.... | MVG,803,False,True,rectangular,25.866666666666667,2,11.801111111111112,5178.0,200.18041237113403,18,16,181862,7030.7474226804125,349351,18051.0,494.0,2814.0,Gaming,10-15 min,Wednesday
7302,2021-10-26 18:55:57+00:00,Zakridoz,GTA 5 Just For Fun #15 #shorts #GTA5,11,False,False,rectangular,18.28388888888889,2,28.61888888888889,54.0,2.9534198292364255,30,30,8803,481.46212512533805,392985,12444.0,620.0,34.0,Gaming,0-5 min,Tuesday
7303,2021-10-27 16:00:12+00:00,PlayAdoptMe,👻 HALLOWEEN UPDATE! 👻 JESSE HERE?! 🎃 Adopt Me! on Roblox,90,True,True,rectangular,23.900277777777777,2,7.548055555555556,9522.0,398.40541137364744,31,18,273565,11446.101277298032,474032,32367.0,473.0,6260.0,Gaming,0-5 min,Wednesday
7307,2021-10-27 17:00:19+00:00,GameGrumps,Dan's First ANIMATRONIC Furry Experience - Five Nights at Freddy's,1838,False,True,rectangular,39.43361111111111,3,7.929444444444444,13422.0,340.3695381125802,11,10,292030,7405.61140031417,404544,26073.0,222.0,3133.0,Gaming,30-35 min,Wednesday
7309,2021-10-27 17:48:49+00:00,WadZee,I Built a COPPER GOLEM Statue in Minecraft Hardcore (#54),941,False,True,rectangular,45.65027777777778,3,7.704166666666667,84937.0,1860.6020408784173,4,3,1398879,30643.384182888018,1892643,144276.0,1351.0,13849.0,Gaming,15-20 min,Wednesday
7311,2021-10-27 18:20:36+00:00,SmallAnt,I played the Hardest Official Pokemon Game. It's insane.,2644,False,True,rectangular,45.65027777777778,3,7.174444444444444,17185.0,376.4489689122008,11,6,625967,13712.22762426905,808455,28497.0,357.0,1516.0,Gaming,40-45 min,Wednesday
7312,2021-10-27 17:03:47+00:00,lilsimsie,this new sims update is confusing...,1143,True,True,rectangular,16.683611111111112,3,8.454722222222221,8131.0,487.3645127453755,27,27,159015,9531.209936564492,311843,24842.0,260.0,1649.0,Gaming,15-20 min,Wednesday
7314,2021-10-27 21:29:26+00:00,PlayStation,STATE OF PLAY | 10.27.21 [ENGLISH],2276,True,True,rectangular,22.150277777777777,3,20.727222222222224,1068.0,48.216099622527935,3,3,155292,7010.837586686899,1383156,33432.0,10985.0,3649.0,Gaming,35-40 min,Wednesday
7315,2021-10-26 22:09:09+00:00,KJModsMinecraft,the rock in minecraft,14,False,False,rectangular,27.967222222222222,3,44.06527777777778,1736.0,62.072664428596966,5,5,60734,2171.613595280189,1040380,67018.0,1357.0,217.0,Gaming,0-5 min,Tuesday
7316,2021-10-28 03:00:04+00:00,Forrestbono,I Survived 100 Days on One Star in Minecraft.. Here's What Happened..,1764,False,True,rectangular,44.86694444444444,3,15.216944444444444,39527.0,880.9826586016679,11,4,1322863,29484.133951622392,2095181,89853.0,1509.0,9707.0,Gaming,25-30 min,Thursday
7320,2021-10-27 22:30:35+00:00,Steel Wool Studios,Five Nights at Freddy's: Security Breach - Oct 2021 Trailer,124,False,False,rectangular,22.78361111111111,3,19.708333333333332,9266.0,406.69584618573293,15,15,186077,8167.142561051438,481817,47992.0,253.0,5236.0,Gaming,0-5 min,Wednesday
7323,2021-10-27 12:00:30+00:00,Orange Juice Gaming,+1 Level Interaction Differences 🍊,680,False,True,rectangular,8.800277777777778,3,30.209722222222222,1292.0,146.8135475521606,18,17,38761,4404.520059341561,571251,30246.0,352.0,1210.0,Gaming,10-15 min,Wednesday
7325,2021-10-27 22:31:06+00:00,roshambogames,"Making 2,163 Potions To Kill This Entire Minecraft Server...",580,False,True,rectangular,22.78361111111111,3,19.69972222222222,3413.0,149.80066080637886,20,20,158728,6966.762170663611,356692,10876.0,252.0,909.0,Gaming,5-10 min,Wednesday
7328,2021-10-27 23:50:17+00:00,Pineappz,The FUNNIEST FAKE Minecraft Speedruns...,481,False,True,rectangular,23.566944444444445,3,18.663055555555555,7209.0,305.89455569830625,20,18,309542,13134.583515045792,631218,18358.0,565.0,801.0,Gaming,5-10 min,Wednesday
7333,2021-10-28 11:00:05+00:00,League of Legends,Imagine Dragons & JID - Enemy (from the series Arcane League of Legends) | Official Music Video,214,True,True,rectangular,24.067222222222224,3,11.116388888888888,100340.0,4169.1558366612035,16,15,1529375,63545.970776297865,3004125,296264.0,2334.0,8224.0,Gaming,0-5 min,Thursday
7337,2021-10-28 15:00:01+00:00,Battlefield,"Battlefield 2042 Gameplay | First Look At Renewal, Breakaway and Discarded Maps",86,True,True,rectangular,23.700277777777778,3,8.4675,8257.0,348.3925411094572,11,8,255159,10766.076346972022,602671,40851.0,2479.0,3931.0,Gaming,0-5 min,Thursday
7342,2021-10-28 15:00:04+00:00,Apex Legends,Meet Ash | Apex Legends Character Trailer,94,True,False,rectangular,2.8666666666666667,3,8.466944444444444,10304.0,3594.4186046511627,25,18,289986,101157.90697674418,1492477,98921.0,762.0,7260.0,Gaming,0-5 min,Thursday
7347,2021-10-28 14:23:16+00:00,Beluga,When You Cheat in School Kahoot...,201,False,True,rectangular,37.65027777777778,4,11.046666666666667,86448.0,2296.0786773005952,6,1,2533020,67277.5912823426,4103598,205181.0,2167.0,11609.0,Gaming,0-5 min,Thursday
7349,2021-10-28 15:15:03+00:00,MandJTV Plays,"Pokémon Shield, but I Randomized Everything",1694,False,True,rectangular,37.65027777777778,4,10.18388888888889,12667.0,336.4384208468286,19,7,433500,11513.859275053304,567338,23694.0,411.0,1912.0,Gaming,25-30 min,Thursday
7352,2021-10-28 16:34:58+00:00,Magic: The Gathering,You're Invited to Innistrad: Crimson Vow – Magic: The Gathering,1997,False,False,rectangular,16.63361111111111,4,8.851944444444445,781.0,46.95312369532907,34,32,38600,2320.60252834789,111431,4225.0,125.0,266.0,Gaming,30-35 min,Thursday
7353,2021-10-28 18:23:38+00:00,8-BitRyan,THEY PUT MY PHOBIA IN FNAF: SECURITY BREACH!?... (Final Trailer Reaction/ Analysis),733,False,True,rectangular,15.566944444444445,4,7.0408333333333335,9191.0,590.4177298763406,42,34,179526,11532.513695330204,309135,25841.0,125.0,1405.0,Gaming,10-15 min,Thursday
7354,2021-10-28 16:41:59+00:00,GoodTimesWithScar,Hermitcraft 8 Episode 16: SPECIAL SURPRISE FOR BOATEM!,1294,False,True,rectangular,8.43361111111111,4,9.068333333333333,10596.0,1256.4013043048649,26,17,188836,22390.88304074306,493844,43522.0,178.0,5965.0,Gaming,20-25 min,Thursday
7366,2021-10-28 17:32:11+00:00,Bazerk,Extreme OG Fortnite Hide & Seek!,629,False,True,rectangular,22.700277777777778,4,22.848333333333333,4369.0,192.46460518104283,20,20,275466,12134.917585443154,601975,12945.0,404.0,405.0,Gaming,10-15 min,Thursday
7382,2021-10-29 15:00:08+00:00,VALORANT,L’Accord - Chamber Agent Trailer // VALORANT,97,True,True,rectangular,16.883333333333333,4,7.198888888888889,25274.0,1496.979269496545,6,4,770833,45656.4461994077,1636934,98397.0,452.0,6958.0,Gaming,0-5 min,Friday
7394,2021-10-29 15:00:29+00:00,HITSCAN - RyanCentral & Mysca,VALORANT | New Agent CHAMBER - Abilities Explained In 2 Minutes,114,False,True,rectangular,2.1333333333333333,4,8.176666666666666,133.0,62.34375,49,49,11345,5317.96875,151244,4517.0,52.0,285.0,Gaming,0-5 min,Friday
7395,2021-10-29 15:40:12+00:00,VALORANT Hub,VALORANT CHAMBER Ability Gameplay Reveal Trailer,32,False,True,rectangular,14.883611111111112,5,8.53138888888889,12643.0,849.4578302010041,37,36,542227,36431.145368694124,1521973,55136.0,541.0,2907.0,Gaming,0-5 min,Friday
7397,2021-10-29 16:49:33+00:00,TommyInnit,Dream & DanTDM are the funniest duo ever...,964,False,True,rectangular,13.75,5,8.508611111111112,92261.0,6709.890909090909,2,1,1220685,88777.09090909091,2375003,268803.0,2211.0,21853.0,Gaming,15-20 min,Friday
7402,2021-10-29 11:30:27+00:00,PurpleMatter,Dream's Most Lucky Manhunt Moments...,722,False,True,rectangular,13.366388888888888,5,14.210833333333333,3138.0,234.76797107171805,43,23,175703,13145.136016957958,363754,8880.0,260.0,522.0,Gaming,10-15 min,Friday
7404,2021-10-29 17:00:00+00:00,Girlfriend Reviews,Should you play Far Cry 6 with your boyfriend?,530,False,True,rectangular,12.683333333333334,5,9.401666666666667,6011.0,473.92904073587385,50,38,98115,7735.742444152431,249469,20696.0,379.0,945.0,Gaming,5-10 min,Friday
